experiment,node,seq,latency_ms,type,trial
E2,82,52,822.0,e2e,t2
E2,157,51,1045.0,e2e,t2
E2,82,53,906.0,e2e,t2
E2,157,52,931.0,e2e,t2
E2,157,53,864.0,e2e,t2
E2,157,54,998.0,e2e,t2
E2,82,59,859.0,e2e,t2
E2,157,58,1122.0,e2e,t2
E2,157,59,989.0,e2e,t2
E2,157,60,1040.0,e2e,t2
E2,82,61,936.0,e2e,t2
E2,82,64,907.0,e2e,t2
E2,82,65,877.0,e2e,t2
E2,82,66,818.0,e2e,t2
E2,82,67,953.0,e2e,t2
E2,82,68,881.0,e2e,t2
E2,82,69,864.0,e2e,t2
E2,82,70,921.0,e2e,t2
E2,82,71,856.0,e2e,t2
E2,82,72,935.0,e2e,t2
E2,82,73,933.0,e2e,t2
E2,82,74,1012.9999999999999,e2e,t2
E2,82,75,999.0,e2e,t2
E2,82,76,878.0,e2e,t2
E2,82,77,869.0,e2e,t2
E2,82,79,914.0,e2e,t2
E2,82,80,916.0,e2e,t2
E2,82,81,945.0,e2e,t2
E2,82,82,899.0,e2e,t2
E2,82,83,918.0,e2e,t2
E2,82,85,971.0,e2e,t2
E2,82,87,964.0,e2e,t2
E2,82,89,921.0,e2e,t2
E2,82,90,862.0,e2e,t2
E2,82,91,924.0,e2e,t2
E2,82,93,840.0,e2e,t2
E2,82,94,885.0,e2e,t2
E2,82,95,838.0,e2e,t2
E2,82,96,991.0,e2e,t2
E2,82,97,940.0,e2e,t2
E2,82,98,966.0,e2e,t2
